Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Energy,Oceania,China,2009,163.66,235.16,18.14,22.06,5.61,14.08,50.86,6620.29,61.95,90.08,11.31,7.7
Manufacturing,Asia,Germany,2000,3.69,39.82,38.18,57.65,0.66,12.99,871.38,9535.19,96.11,99.54,-4.6,1.85
Construction,South America,South Africa,2013,44.24,761.41,97.9,168.22,20.47,19.39,394.06,9843.48,28.96,2.69,6.81,-4.61
Construction,Europe,China,2000,193.44,626.36,49.01,114.01,43.86,13.13,146.92,16487.44,73.06,65.96,-1.85,4.64
Manufacturing,Africa,Canada,2009,168.91,440.37,95.26,18.49,44.65,14.62,1457.74,3041.07,86.02,13.97,-0.92,6.39
Construction,North America,Brazil,2010,59.6,845.34,7.24,193.49,33.12,5.23,1418.88,6766.23,48.3,29.25,-8.81,-4.79
Construction,Asia,India,2019,73.42,824.26,4.02,107.95,47.65,15.28,1358.99,3081.65,97.27,1.23,0.09,3.04
Manufacturing,North America,USA,2001,103.55,324.87,57.58,83.4,3.71,10.97,970.66,3479.74,32.14,41.05,11.3,1.0
Mining,Africa,Canada,2022,215.07,838.05,73.65,156.87,18.59,11.37,4.49,11036.25,42.16,59.4,-1.64,-0.05
Manufacturing,Asia,India,2001,183.11,345.49,21.82,112.11,39.65,2.88,446.56,15443.72,47.07,0.82,14.32,3.91
Mining,Africa,Canada,2022,21.34,622.09,50.39,179.16,42.01,14.73,27.15,14869.81,48.68,44.64,0.06,7.56
Construction,South America,USA,2010,228.1,192.9,87.31,140.5,4.67,13.36,495.18,18602.1,91.85,31.8,-3.82,5.82
Construction,South America,China,2007,79.17,264.56,76.2,133.68,29.4,3.09,445.38,16255.34,20.09,0.51,14.86,-4.52
Construction,South America,India,2002,201.69,448.15,23.26,67.62,33.34,3.67,858.33,19831.34,28.17,48.89,9.92,3.46
Energy,Africa,Canada,2008,37.45,314.94,33.51,197.96,11.17,17.28,214.09,22325.08,42.3,80.46,-8.76,-3.18
Mining,Africa,India,2015,299.38,129.58,30.65,130.42,1.76,12.41,485.65,14764.08,23.97,93.1,11.09,6.61
Energy,Africa,India,2015,24.56,482.58,71.98,88.43,1.13,3.13,1347.45,24116.62,67.8,73.89,-1.27,1.15
Energy,North America,Brazil,2009,222.65,511.6,96.82,29.59,18.01,4.39,347.18,6316.21,24.52,76.82,-2.19,2.44
Manufacturing,Africa,China,2005,162.63,159.13,28.08,111.17,6.46,9.42,740.33,18908.87,42.88,74.85,0.33,-1.44
Energy,South America,Australia,2019,26.24,174.73,58.87,133.28,28.6,18.03,178.49,17004.98,73.32,24.3,-8.47,0.35
Manufacturing,Europe,USA,2019,8.53,29.83,98.86,74.36,12.57,10.14,1129.0,14905.01,55.32,35.82,-0.92,4.91
Manufacturing,Africa,India,2019,109.12,30.84,15.84,13.01,16.97,3.7,121.27,3002.75,39.98,44.15,7.25,9.65
Energy,Europe,China,2010,240.77,358.95,65.94,159.7,17.29,16.97,252.44,9700.11,85.47,22.24,-4.71,9.97
Mining,South America,Australia,2007,12.82,147.08,33.27,130.83,46.57,8.41,1479.17,15747.71,41.94,35.01,9.95,0.71
Mining,Africa,South Africa,2019,211.47,919.13,99.17,136.94,43.09,13.93,445.41,19873.55,36.73,66.21,10.66,0.36
Mining,North America,Brazil,2000,196.79,199.81,10.97,49.09,32.47,2.78,16.26,467.73,76.44,18.32,-3.53,7.17
Mining,North America,Brazil,2005,80.03,66.43,45.18,26.23,7.93,15.33,357.07,5436.13,85.85,2.26,1.89,4.79
Mining,Europe,South Africa,2007,23.71,404.47,25.57,90.47,3.94,18.38,646.35,22628.85,39.62,52.91,0.14,-1.93
Energy,Oceania,China,2013,274.64,192.87,3.27,48.33,17.85,16.48,706.14,825.29,32.13,66.4,13.49,-3.12
Energy,North America,USA,2002,90.45,62.24,96.36,156.22,28.6,0.71,611.08,3164.64,63.43,43.39,10.79,-4.78
Construction,North America,China,2001,33.86,752.85,56.86,106.44,36.28,11.79,203.73,19338.53,52.98,31.4,8.85,1.11
Mining,North America,China,2021,204.61,557.32,70.11,26.49,1.3,11.6,280.69,14594.28,91.28,84.16,7.73,-3.84
Energy,South America,Germany,2000,65.4,57.48,62.07,39.33,9.82,16.34,1000.74,24156.91,43.38,70.75,-9.71,9.07
Construction,North America,Australia,2010,142.95,468.28,14.93,177.38,21.98,19.89,1459.53,23019.39,76.4,55.87,0.44,0.28
Mining,Asia,Brazil,2020,15.6,39.31,17.14,126.36,18.04,18.64,1123.92,17519.81,96.91,42.54,14.08,-4.17
Manufacturing,Africa,USA,2005,297.9,354.64,62.68,80.17,22.97,2.14,1155.8,3306.59,65.7,70.65,-4.24,-1.57
Construction,North America,Germany,2007,134.56,363.61,78.0,144.18,16.44,15.24,656.18,7125.53,38.43,90.14,-6.23,3.71
Energy,Oceania,South Africa,2006,299.73,823.07,61.15,161.79,29.43,18.57,537.94,9546.55,59.4,48.38,13.65,-1.67
Manufacturing,Oceania,China,2005,116.01,735.42,57.08,22.97,43.31,8.21,1201.76,4768.7,83.99,57.64,-0.21,-3.51
Manufacturing,North America,South Africa,2017,104.68,897.0,74.62,168.41,4.19,18.6,1040.48,22612.63,71.4,65.49,-1.39,6.09
Manufacturing,North America,Brazil,2011,274.41,140.95,24.44,189.31,14.72,18.09,672.75,8763.03,63.66,46.05,7.29,4.81
Construction,Asia,Germany,2007,99.18,534.0,73.19,18.09,13.39,12.84,1136.95,10998.06,21.11,49.65,5.73,7.17
Energy,North America,Australia,2020,129.89,20.68,41.18,64.88,27.25,18.16,107.85,12994.99,76.95,4.15,-8.96,4.94
Manufacturing,North America,Germany,2018,23.89,825.61,67.44,33.67,44.62,14.82,98.69,24477.61,85.82,92.28,-0.78,5.53
Mining,Africa,USA,2004,286.66,366.9,27.54,86.05,41.01,12.57,1064.21,12754.11,36.07,94.84,-3.23,-1.01
Manufacturing,Oceania,Australia,2018,26.0,69.77,13.83,44.1,45.14,6.32,1470.84,11271.17,69.14,93.32,12.62,4.52
Manufacturing,Asia,China,2008,231.47,324.99,3.01,72.54,10.71,11.21,239.86,219.58,41.04,6.35,-9.2,-4.73
Construction,Oceania,Canada,2011,161.82,287.27,80.37,48.47,17.24,13.64,1424.23,2178.98,23.18,0.1,6.85,-1.42
Construction,Asia,Canada,2014,18.89,766.12,19.78,0.82,13.85,10.47,1456.08,19064.71,78.93,5.95,8.2,4.92
Energy,Oceania,USA,2022,1.01,127.05,36.41,3.91,27.34,10.08,145.86,5552.06,70.07,57.04,-7.11,4.86
Mining,North America,Germany,2012,280.7,556.0,76.91,103.03,33.59,17.9,682.39,13558.9,80.87,42.36,0.98,-2.31
Construction,Oceania,Australia,2012,222.78,794.02,45.07,102.76,20.83,19.7,653.0,2675.63,37.37,99.1,-8.87,-3.5
Manufacturing,Oceania,Germany,2020,206.09,739.67,21.83,7.31,15.46,14.36,322.14,22090.72,96.79,78.35,2.62,0.58
Energy,Asia,USA,2020,131.85,935.94,19.56,139.92,31.63,6.92,661.47,9287.8,83.67,67.17,-3.15,0.26
Manufacturing,Europe,Germany,2004,71.96,1.13,40.85,5.47,24.97,17.93,1254.83,2297.59,50.4,12.77,14.77,7.77
Manufacturing,Asia,Australia,2001,204.12,354.12,56.56,97.37,41.45,16.47,1374.49,4198.67,71.18,38.2,9.01,-0.29
Construction,Asia,India,2018,182.69,369.9,39.3,79.1,2.79,14.85,498.45,7160.93,79.89,87.5,5.79,-4.6
Energy,Asia,Brazil,2007,218.04,33.79,90.47,176.61,36.83,7.85,332.55,4862.96,40.36,72.93,14.16,7.38
Mining,South America,China,2013,110.05,817.36,0.48,115.34,34.67,12.09,783.34,18503.41,32.85,2.84,5.1,5.11
Mining,South America,Brazil,2005,296.08,689.05,40.26,164.5,43.35,7.8,443.04,10457.52,78.53,31.99,14.58,2.89
Construction,South America,China,2006,20.57,528.32,74.31,199.67,42.26,3.55,804.04,17512.92,62.01,63.39,3.95,-4.09
Construction,Asia,Australia,2013,24.37,405.32,89.1,35.56,7.6,15.56,936.74,3048.15,91.1,52.42,13.08,0.46
Energy,Europe,Germany,2005,275.1,895.47,35.9,12.64,32.1,14.02,1193.54,9242.76,25.47,98.61,1.33,4.22
Mining,Asia,Canada,2015,194.49,264.83,67.39,154.92,30.25,6.11,979.24,15746.88,96.53,54.07,0.77,8.88
Mining,North America,Australia,2003,98.24,334.87,58.08,126.36,34.75,10.26,801.03,3947.5,44.26,67.83,-1.51,3.57
Mining,Europe,USA,2006,228.7,952.66,20.23,126.87,49.07,11.97,1011.16,13534.56,75.6,78.16,5.11,6.77
Manufacturing,South America,Canada,2015,136.11,65.09,68.13,63.32,5.56,16.13,336.58,2855.43,22.46,31.29,3.92,0.64
Mining,Oceania,USA,2003,6.83,780.72,25.03,20.58,31.5,0.66,1400.59,6179.17,20.65,88.0,-9.24,7.45
Manufacturing,Oceania,Germany,2006,195.51,718.2,78.41,144.27,29.89,17.45,973.02,17391.05,92.66,1.56,-3.15,2.15
Energy,Africa,China,2020,73.31,901.94,86.6,108.71,0.47,7.69,1269.16,2235.45,52.58,96.29,-2.04,-2.41
Manufacturing,Europe,Germany,2001,35.04,91.02,47.89,100.35,32.97,10.5,326.21,4384.84,29.19,54.68,-8.35,-4.0
Energy,South America,China,2022,67.97,970.46,5.51,147.22,24.91,9.36,1023.06,21108.91,79.63,3.44,-5.83,-1.19
Mining,Europe,Germany,2007,143.11,29.32,73.76,197.72,38.67,15.8,36.53,23576.0,40.48,60.4,10.59,-4.03
Mining,Europe,Canada,2009,15.43,338.03,46.77,148.07,37.79,13.27,220.77,24951.51,97.23,20.35,0.13,-3.39
Energy,Oceania,Germany,2001,265.0,85.28,9.54,186.92,2.28,14.94,203.92,19368.86,54.61,86.86,2.37,3.19
Construction,Asia,Germany,2005,168.2,51.65,33.18,79.77,39.04,19.42,1329.02,15164.94,23.39,42.83,10.06,9.04
Energy,North America,Canada,2003,88.25,964.74,29.14,179.63,44.87,15.6,696.36,9536.55,52.8,56.65,14.58,5.9
Construction,Africa,USA,2020,206.26,719.81,72.66,145.5,31.64,14.73,1019.48,14863.96,60.22,94.77,5.85,3.56
Manufacturing,South America,China,2000,241.37,505.94,42.46,74.4,43.47,2.81,1462.16,5576.1,59.01,13.88,-3.4,9.98
Manufacturing,Europe,South Africa,2005,184.37,108.63,58.75,101.83,10.49,7.11,1312.12,14244.33,92.48,16.06,-4.88,4.96
Manufacturing,Africa,Germany,2011,61.15,526.26,50.16,40.56,45.06,11.93,915.56,4783.65,91.0,11.74,-8.29,0.58
Mining,Europe,Brazil,2013,33.53,320.39,72.45,16.36,46.8,5.99,386.15,5852.52,86.05,13.18,1.58,-1.1
Manufacturing,Oceania,Brazil,2014,258.04,271.95,71.83,93.54,14.31,13.11,235.75,20440.25,27.15,56.49,13.59,6.93
Construction,North America,Australia,2017,70.79,618.29,44.93,198.64,17.33,5.33,1023.19,9570.83,95.18,11.54,6.28,-2.01
Manufacturing,Oceania,Australia,2016,6.51,791.03,13.59,174.1,35.57,6.42,510.05,6887.24,42.27,34.17,-4.65,9.39
Energy,Africa,USA,2008,193.05,443.54,40.85,3.42,16.87,0.76,637.59,21816.25,23.93,12.2,3.65,8.3
Energy,South America,India,2014,46.29,493.55,16.1,193.97,49.48,4.71,1013.99,21959.05,99.78,47.22,-2.26,-1.11
Mining,Europe,South Africa,2017,297.3,651.6,95.92,93.84,14.48,10.28,1205.17,7215.97,25.03,3.32,-1.81,2.34
Energy,North America,USA,2020,260.98,125.08,95.02,35.87,1.54,12.72,836.14,951.65,24.86,35.86,-4.69,7.13
Construction,Oceania,India,2017,182.73,828.69,45.72,182.99,40.9,8.88,1286.19,5418.64,84.24,89.33,7.81,2.7
Manufacturing,Africa,USA,2004,250.24,837.02,2.86,184.98,2.26,6.88,1263.41,5652.53,25.62,43.16,0.76,9.26
Mining,Oceania,Australia,2015,141.43,541.28,37.53,169.4,48.72,11.34,829.56,12258.74,56.65,83.81,3.24,2.13
Manufacturing,Europe,Brazil,2008,236.65,187.97,89.52,124.29,30.04,1.35,124.96,11913.81,76.4,18.53,1.52,5.98
Manufacturing,Europe,Germany,2021,194.14,501.01,28.87,47.39,22.02,5.54,1031.16,10875.25,46.58,42.31,4.33,5.84
Construction,South America,China,2002,9.08,106.39,62.24,48.27,36.66,7.78,566.28,1779.45,73.21,62.64,6.43,-0.98
Energy,North America,Australia,2011,284.65,763.41,18.48,193.12,35.82,9.65,1169.63,16830.55,96.47,1.11,0.78,3.12
Energy,Asia,Germany,2013,258.35,311.5,82.53,55.83,19.49,16.17,111.2,3198.82,99.56,91.19,7.84,-4.1
Manufacturing,Oceania,Brazil,2000,286.05,311.44,89.2,84.56,10.78,15.09,683.71,18706.88,59.95,99.93,6.26,1.84
Mining,Europe,Canada,2008,219.54,945.08,61.55,150.59,42.26,9.5,625.62,4113.98,80.84,19.93,12.41,9.91
Energy,Africa,China,2008,123.91,422.15,62.41,164.72,46.11,9.89,281.96,14628.82,72.52,16.99,4.55,8.77
Mining,Oceania,India,2019,62.49,789.68,37.92,82.34,49.74,14.08,828.5,21021.1,93.4,66.19,-9.05,7.42
Energy,South America,India,2012,54.41,637.34,70.74,79.19,18.23,10.09,794.28,4975.86,94.53,17.08,6.62,9.68
Mining,South America,Brazil,2007,43.9,316.52,47.9,71.46,28.89,2.73,717.69,18920.52,66.14,64.03,6.64,-0.66
Construction,Europe,China,2010,66.57,124.23,74.57,77.74,49.05,9.28,496.03,6349.81,44.27,69.39,1.11,-2.72
Mining,Europe,Germany,2013,165.42,797.84,96.85,151.69,20.68,12.09,1376.63,16520.64,29.86,53.79,-1.7,-1.13
Construction,Europe,Brazil,2015,205.28,762.62,82.26,12.48,39.55,11.76,1180.0,23352.6,48.58,23.41,6.76,7.86
Construction,Asia,India,2010,94.56,169.58,51.78,160.05,46.99,2.64,1267.39,7683.95,75.73,89.44,-3.45,9.44
Mining,Europe,Canada,2018,164.85,249.49,97.89,43.04,9.35,19.41,423.95,20586.18,51.92,29.21,5.69,-2.93
Construction,Oceania,Brazil,2021,102.71,766.35,60.75,32.38,36.26,7.41,1438.9,3261.44,21.64,53.74,0.84,-0.57
Manufacturing,Oceania,Canada,2009,209.1,983.64,6.58,24.24,35.18,19.76,489.37,17483.8,67.74,24.92,8.73,-4.83
Construction,North America,Germany,2007,296.55,843.72,73.06,47.19,19.51,16.38,155.29,5796.87,52.95,85.52,5.14,-3.6
Energy,Africa,USA,2010,206.86,684.31,82.02,166.79,49.05,4.89,1229.68,7711.93,40.23,54.05,10.58,7.52
Mining,Europe,Canada,2007,18.18,915.47,13.57,107.64,43.36,18.37,56.73,7843.01,47.45,87.04,-3.77,9.37
Manufacturing,Oceania,Canada,2019,143.43,285.59,67.96,53.87,49.71,4.71,1457.45,17862.88,75.48,44.97,2.89,9.95
Mining,Oceania,South Africa,2009,231.23,10.15,92.1,37.27,27.55,2.84,172.49,16541.88,22.89,21.75,12.39,-1.45
Energy,Oceania,South Africa,2016,162.9,321.31,25.22,153.93,11.19,8.53,209.45,4106.45,51.37,58.89,2.08,-4.33
Energy,Asia,Australia,2022,285.34,971.95,58.54,101.15,14.04,2.91,38.74,21084.12,26.14,28.87,1.63,6.54
Energy,Africa,South Africa,2010,16.9,882.03,27.53,24.14,39.6,1.05,166.7,7703.05,77.13,76.25,5.83,-0.34
Construction,South America,USA,2011,87.7,50.83,77.46,75.1,18.14,6.57,348.76,7567.52,99.5,23.83,-8.8,5.61
Construction,Oceania,Germany,2009,66.61,502.21,58.11,89.05,10.83,5.99,1191.89,4459.06,50.03,58.23,-9.3,-0.34
Mining,Europe,Australia,2019,230.4,79.47,42.86,70.85,46.1,18.48,17.35,4489.26,88.65,17.81,-2.96,7.26
Mining,Oceania,China,2016,157.38,789.14,3.0,53.11,17.11,8.53,1281.64,13025.28,89.63,88.88,3.7,7.05
Manufacturing,Africa,Canada,2002,41.93,372.93,94.49,65.88,4.17,19.81,454.46,9325.14,76.99,57.96,-2.62,-2.75
Manufacturing,South America,Brazil,2006,86.04,911.99,49.82,147.82,28.37,2.55,1334.32,10325.08,29.52,70.31,3.7,0.34
Mining,Asia,Germany,2002,157.04,54.93,80.43,190.61,27.56,10.68,626.12,9759.2,80.26,16.46,-3.7,8.5
Construction,North America,USA,2016,298.84,734.13,39.25,5.27,21.17,14.42,1058.81,17127.46,53.92,78.37,1.04,4.57
Energy,Europe,Canada,2022,109.61,399.67,84.93,125.4,22.38,6.26,219.76,2074.2,79.83,28.11,6.84,2.64
Mining,North America,Australia,2007,47.47,268.59,16.09,14.65,11.07,3.0,815.08,7643.72,44.43,35.09,0.08,7.05
Manufacturing,Asia,India,2020,149.37,517.69,23.23,40.51,14.86,12.33,493.28,23974.27,94.92,2.22,1.61,3.41
Construction,Africa,South Africa,2021,93.4,485.74,33.41,108.93,24.38,11.68,392.57,12030.27,24.64,6.68,-9.82,0.82
Mining,Africa,South Africa,2018,170.01,349.14,8.95,158.81,48.61,6.78,1016.97,3263.75,97.25,18.55,-0.92,1.14
Mining,Asia,Germany,2013,140.28,649.03,44.44,87.17,49.01,5.26,1356.97,12543.88,47.11,9.48,-0.63,-4.79
Construction,Oceania,Canada,2004,207.0,661.49,48.64,175.91,4.45,17.04,951.75,20938.22,35.77,2.35,-4.72,-1.71
Mining,Asia,South Africa,2018,274.33,77.6,11.57,143.18,45.33,19.05,1326.03,9021.86,67.75,37.39,2.32,8.57
Construction,Europe,South Africa,2012,60.55,595.62,42.77,38.83,22.06,14.03,563.66,13558.55,62.0,77.35,14.8,5.11
Energy,South America,Canada,2017,246.44,710.88,19.81,137.27,23.01,10.07,997.3,22863.81,88.95,24.9,-6.64,3.61
Construction,North America,Germany,2022,284.81,76.35,87.53,63.75,18.03,1.92,148.9,13896.85,84.17,37.44,3.53,0.85
Construction,North America,Germany,2010,112.4,659.3,50.98,153.37,43.98,2.19,1426.24,16444.62,66.43,55.17,-6.06,-0.66
Construction,Africa,Australia,2022,34.54,804.08,95.2,46.2,22.91,9.27,1065.68,538.99,57.14,36.65,2.95,6.66
Mining,Oceania,USA,2011,246.66,832.03,34.21,28.99,0.38,18.02,796.93,20102.49,99.86,95.61,1.96,-2.04
Mining,Africa,USA,2007,210.48,42.13,34.21,127.59,46.77,15.45,1300.53,20764.54,37.6,21.83,-1.04,-1.06
Construction,Europe,South Africa,2011,64.21,697.57,33.94,123.36,48.71,13.88,1069.15,14908.67,85.04,44.64,3.25,7.02
Mining,Asia,Australia,2000,133.84,797.08,26.9,114.74,21.68,5.26,668.53,2284.93,46.48,85.69,-7.43,-0.58
Manufacturing,North America,Germany,2017,173.61,397.12,78.45,48.71,21.86,2.84,853.87,24365.83,59.96,31.72,-6.2,-2.13
Manufacturing,Europe,Germany,2001,51.37,543.07,28.35,41.28,0.97,17.92,839.55,17106.03,24.03,16.01,2.1,3.5
Mining,Africa,South Africa,2011,214.62,265.48,28.87,182.5,10.17,3.83,992.83,11089.83,35.04,91.51,-8.86,7.55
Mining,Africa,China,2018,207.12,310.59,4.78,106.58,6.09,4.74,1144.31,21897.1,42.42,58.87,11.37,1.38
Construction,North America,India,2022,266.19,501.87,96.54,81.37,39.8,15.32,577.29,10188.8,33.86,51.91,7.12,7.1
Energy,Africa,Brazil,2006,170.4,151.56,88.64,163.91,25.82,15.61,1149.49,16048.75,28.56,13.15,-1.28,0.27
Mining,Oceania,Brazil,2006,172.51,370.83,29.32,10.25,14.54,13.76,420.89,5601.06,78.46,7.38,-0.64,3.5
Manufacturing,Africa,Canada,2000,186.01,301.78,52.12,135.23,46.24,2.98,569.63,22324.0,71.92,93.0,7.83,8.27
Construction,South America,South Africa,2017,82.5,238.63,48.33,29.57,32.34,3.82,559.71,13228.21,66.83,7.92,-2.26,8.69
Mining,Asia,Australia,2007,227.7,484.15,8.86,45.3,46.84,16.73,122.43,5911.35,50.15,48.91,0.03,2.22
Manufacturing,Africa,Canada,2009,198.92,838.76,53.17,127.93,12.79,6.49,290.6,2149.17,22.15,76.06,-4.26,4.72
Manufacturing,South America,Brazil,2022,251.82,242.64,11.42,56.01,43.34,11.14,1472.95,22473.1,40.44,72.89,14.98,-0.42
Energy,Europe,USA,2000,230.69,659.9,43.47,155.63,42.76,16.17,757.59,4934.44,53.96,66.46,6.92,3.85
Construction,Africa,Australia,2014,191.75,254.57,8.87,103.76,44.87,5.68,331.65,24747.25,66.18,3.25,0.78,-4.15
Construction,Oceania,Canada,2014,48.69,142.51,58.93,64.66,40.89,3.6,575.73,3567.29,61.08,65.67,14.12,7.3
Energy,Europe,Australia,2003,275.78,943.35,5.0,172.94,40.33,7.16,669.51,11519.6,47.55,17.24,4.59,9.56
Energy,Africa,Canada,2009,110.48,633.42,62.88,125.8,42.47,10.51,707.07,13253.88,29.24,56.98,-4.68,-4.5
Construction,North America,USA,2007,289.31,105.04,70.75,84.31,44.81,8.86,657.5,6158.63,31.29,62.83,8.4,-1.98
Construction,South America,China,2013,120.86,632.83,57.13,90.74,21.25,5.61,1182.96,24833.7,79.34,25.17,7.14,8.56
Mining,South America,South Africa,2012,44.21,176.76,47.0,53.79,11.03,8.05,538.47,14437.48,43.95,45.35,-2.05,-0.27
Mining,North America,USA,2020,265.51,887.85,6.17,21.78,3.7,15.01,889.05,14281.77,84.01,33.43,-1.39,7.37
Energy,Asia,South Africa,2016,238.62,247.85,1.23,60.59,13.83,11.19,680.68,21847.61,77.21,95.75,9.32,-3.78
Mining,Oceania,South Africa,2006,236.0,806.89,34.31,52.94,43.16,6.3,695.68,14538.93,36.04,84.63,11.62,0.02
Manufacturing,South America,Canada,2005,27.28,199.6,77.15,67.21,49.86,10.2,1412.89,11932.32,90.2,21.53,-8.44,-0.48
Mining,Europe,Australia,2008,263.84,558.51,64.76,93.89,21.21,15.33,489.22,11906.48,28.54,7.25,1.52,6.76
Mining,Oceania,Germany,2019,179.12,912.37,12.62,12.7,23.45,5.93,197.38,17864.48,58.84,51.88,7.2,7.39
Manufacturing,South America,India,2019,141.37,296.35,68.83,21.29,19.7,3.8,570.86,8731.02,70.92,32.14,9.56,5.75
Energy,Asia,India,2007,273.99,81.86,57.53,145.91,27.59,11.06,197.64,12765.55,83.24,92.11,9.55,9.4
Manufacturing,Europe,South Africa,2013,199.98,552.82,16.76,36.76,23.95,9.65,1230.4,8080.85,26.43,24.87,12.94,-1.95
Mining,Oceania,India,2019,40.34,172.74,75.55,67.86,34.23,11.83,351.69,22339.23,72.72,25.31,13.76,-3.41
Energy,Europe,India,2002,156.1,728.48,83.05,127.43,13.81,2.31,844.03,5134.74,80.23,32.66,-6.79,1.81
Mining,North America,Brazil,2022,191.17,591.03,23.33,195.39,20.21,4.45,293.95,14398.84,86.45,9.73,4.13,4.34
Manufacturing,Africa,Australia,2012,269.62,346.7,63.63,26.68,20.19,1.34,84.18,8016.09,28.9,52.53,0.17,3.04
Manufacturing,North America,Brazil,2020,84.33,705.8,37.88,151.5,16.0,16.76,483.58,13824.16,70.38,26.33,2.38,6.08
Mining,Oceania,Germany,2008,238.37,238.91,5.94,98.31,39.93,8.0,1488.36,13029.2,43.68,40.45,13.64,3.2
Construction,Africa,China,2020,240.04,917.08,86.15,18.84,27.06,17.88,1462.09,11578.18,81.49,60.76,6.23,1.93
Construction,North America,Australia,2008,38.85,347.21,82.09,33.88,28.04,18.92,709.99,11291.28,22.41,58.49,10.02,-4.71
Manufacturing,Africa,USA,2021,5.66,763.09,31.86,138.88,12.13,1.27,572.18,11025.14,92.7,31.03,3.2,-2.1
Manufacturing,South America,Canada,2021,174.63,258.89,53.2,175.9,21.26,8.81,1463.01,10277.48,36.18,14.8,-1.42,5.73
Construction,Europe,Canada,2010,236.95,714.97,51.29,2.52,17.3,8.81,649.86,3558.23,61.41,68.12,13.04,1.14
Construction,Africa,Canada,2005,166.55,32.01,17.83,44.64,45.4,13.0,25.61,23191.64,70.91,2.11,-1.34,8.67
Mining,South America,USA,2022,244.1,295.87,14.65,71.66,1.99,1.52,1434.57,24426.42,82.24,72.06,-9.59,-0.04
Mining,Asia,Brazil,2011,186.88,93.34,84.44,197.76,8.83,18.7,1265.93,11566.07,53.53,57.45,-8.35,-3.21
Construction,North America,South Africa,2003,196.16,451.49,86.75,130.47,33.06,15.73,1032.56,11107.45,51.99,42.42,-3.18,5.84
Mining,Asia,India,2003,8.93,435.39,72.55,72.23,30.29,0.55,1298.81,10062.83,90.03,22.0,11.46,5.1
Mining,Oceania,Germany,2022,27.04,359.33,7.37,40.42,35.76,3.84,220.13,5455.61,99.93,84.6,-4.07,7.37
Energy,South America,China,2021,217.65,981.18,90.92,45.43,2.37,16.51,343.89,1905.64,91.15,8.06,13.36,5.78
Mining,Asia,Brazil,2016,228.97,244.47,98.08,9.99,44.14,4.54,123.36,581.63,38.21,92.28,8.45,-0.92
Manufacturing,Asia,South Africa,2006,162.88,791.16,77.58,198.93,46.56,7.42,1387.14,14099.14,59.21,18.41,-7.42,9.57
Mining,South America,Germany,2005,177.25,447.72,35.41,196.45,39.11,13.07,495.91,17712.88,31.54,21.05,3.25,4.13
Mining,Europe,Canada,2019,184.5,335.14,40.64,2.34,8.82,1.49,1393.76,2302.91,80.05,71.27,-8.07,7.42
Construction,Africa,South Africa,2007,31.94,203.86,86.98,54.23,39.46,13.53,723.65,12213.89,69.87,99.8,-1.91,4.41
Manufacturing,Oceania,Germany,2006,200.54,633.59,28.09,4.19,15.9,5.48,1084.5,4253.46,48.71,21.66,-4.2,-1.43
Mining,Oceania,Brazil,2007,143.8,334.01,14.27,60.42,7.69,3.51,1128.91,3885.61,88.09,60.29,4.9,7.72
Mining,North America,Germany,2008,180.96,813.01,82.3,180.26,4.15,2.07,456.88,18370.83,35.32,87.38,5.13,-4.32
Energy,Africa,Australia,2000,169.16,968.48,19.41,174.97,2.45,3.21,683.06,23047.18,52.7,40.23,-6.46,1.03
Mining,North America,India,2002,229.02,227.52,90.74,137.02,42.13,11.09,1351.51,22654.93,37.37,67.88,9.63,1.73
Mining,Oceania,Germany,2017,95.91,129.11,59.61,197.43,42.17,18.76,1176.68,7093.89,87.24,8.93,2.35,8.35
Energy,Africa,China,2018,112.37,315.86,55.58,149.23,1.75,13.66,849.67,6467.01,85.83,22.77,11.3,5.42
Construction,Asia,Germany,2010,117.79,467.38,77.6,48.36,35.81,9.07,614.75,12693.06,51.47,99.24,4.85,-4.26
Mining,Europe,Australia,2015,228.86,301.32,1.74,167.01,12.78,19.39,1465.39,24217.76,27.51,56.9,2.12,8.06
Energy,Asia,USA,2017,129.62,970.48,71.38,101.64,11.21,4.88,62.23,1097.59,76.47,50.48,6.1,6.19
Manufacturing,Europe,Australia,2005,53.53,779.31,59.89,100.84,28.14,16.54,1151.77,23316.59,81.61,6.0,9.53,1.77
Construction,South America,Germany,2001,294.92,966.16,52.43,166.6,22.95,3.32,877.94,3747.06,99.36,24.58,-2.69,4.97
Manufacturing,North America,Canada,2003,148.27,373.55,21.81,106.91,9.54,4.56,1387.19,8645.83,33.25,78.08,-4.75,-1.26
Manufacturing,North America,South Africa,2004,33.22,305.02,82.96,65.52,0.38,9.71,1114.77,6936.35,29.26,46.59,12.95,-4.0
Energy,South America,Canada,2020,201.25,407.66,25.14,185.76,16.19,2.14,218.36,17225.6,62.92,71.89,-6.33,5.48
